,0,1,2,3
28336,0.91892207,576872000.0,0.0,200.58568
25271,0.9188336,441524000.0,440503000.0,198.28252
12475,0.9187861,440574000.0,538004149.0,200.14061
18547,0.9186739,440846000.0,538004149.0,201.52715
29240,0.91866696,577201000.0,994110144.0,201.70805
26854,0.9184854,518100405.0,1440045000.0,215.49295
26735,0.9184637,518100405.0,440045000.0,215.495
26286,0.91812783,441811000.0,577201000.0,203.67953
14669,0.9179646,440648000.0,441427000.0,201.61554
3779,0.917661,352001165.0,440821000.0,207.93938
24456,0.917552,441418000.0,994110144.0,187.8124
28115,0.9175334,553111850.0,538004149.0,206.76448
27232,0.9174655,544117120.0,0.0,217.63936
32701,0.9171324,1440620000.0,441427000.0,198.64493
26769,0.91678065,518100405.0,440772000.0,215.60722
7334,0.91666263,412985000.0,577201000.0,209.97374
7518,0.91659904,412993000.0,577201000.0,209.93513
23342,0.9164076,441038000.0,577201000.0,207.20111
21870,0.9163421,440954000.0,577201000.0,218.10933
32333,0.91613644,1440604000.0,441427000.0,199.17703
25341,0.9159094,441524000.0,441427000.0,201.72615
32531,0.9158516,1440612000.0,538004149.0,198.9674
16382,0.9154527,440772000.0,7523.0,180.15358
5667,0.91538775,412329433.0,538004149.0,203.95
27147,0.91538614,538004149.0,440821000.0,209.56325
11566,0.91473496,440298000.0,577201000.0,204.87076
24472,0.9145815,441427000.0,0.0,213.21301
3963,0.9144926,352002409.0,440821000.0,207.94981
3654,0.9144167,224733000.0,577201000.0,207.31909
24294,0.91441137,441418000.0,7523.0,172.72992
21675,0.91427314,440952000.0,538004149.0,213.0339
22396,0.9140734,440986000.0,441418000.0,213.88565
26654,0.91405666,441825000.0,577201000.0,206.42326
15887,0.91353536,440751000.0,440503000.0,210.34122
32631,0.9133787,1440620000.0,440503000.0,202.62288
19478,0.91333675,440886000.0,577201000.0,206.46486
14599,0.91332424,440648000.0,440503000.0,205.55493
20398,0.91331285,440920000.0,577201000.0,206.46622
7791,0.91324735,416052600.0,440503000.0,199.73126
17270,0.91288847,440786000.0,577201000.0,206.92422
10451,0.91271657,440055000.0,538004149.0,211.30092
28767,0.91261935,577145000.0,440503000.0,199.85175
3191,0.9126188,110060309.0,440503000.0,199.85168
26997,0.9125567,529695000.0,441427000.0,192.65132
30691,0.9120859,994010681.0,538004149.0,197.31601
27457,0.91175914,548954200.0,413379250.0,207.77527
27825,0.91175014,553111790.0,413379250.0,207.77696
6539,0.91172814,412420906.0,440821000.0,205.63503
4147,0.91170424,412209233.0,440821000.0,205.64073
32149,0.9112155,1440045000.0,441427000.0,204.23138
18165,0.91119593,440820000.0,441427000.0,205.93446
10253,0.9111948,440045000.0,441427000.0,204.23244
26927,0.9111452,529695000.0,440503000.0,195.75685
16544,0.91100276,440772000.0,994110144.0,188.87885
7702,0.9109926,413379250.0,577201000.0,212.71068
11725,0.910977,440503000.0,441427000.0,194.75359
18901,0.91049093,440858000.0,441427000.0,198.27516
21307,0.91045415,440936000.0,538004149.0,197.44095
8832,0.91038144,416791000.0,0.0,206.39015
9079,0.91006404,416898000.0,440503000.0,208.23424
8070,0.90988386,416122800.0,577201000.0,218.03004
3286,0.909882,110060309.0,577201000.0,224.30391
28862,0.9098816,577145000.0,577201000.0,224.30385
21123,0.90985745,440935000.0,538004149.0,202.45996
7886,0.90982395,416052600.0,577201000.0,224.4549
7861,0.9097931,416052600.0,441427000.0,202.47699
24377,0.90978914,441418000.0,440772000.0,215.29199
11633,0.909747,440503000.0,413379250.0,219.30934
12277,0.90968084,440549000.0,441427000.0,200.89348
13013,0.90966326,440595000.0,441427000.0,200.89885
28152,0.9095464,576699000.0,0.0,206.44089
17753,0.9094954,440807000.0,440772000.0,212.46953
3375,0.90946907,224680000.0,440503000.0,192.55272
29319,0.9094314,577290000.0,440503000.0,199.37889
24998,0.9092587,441439000.0,577201000.0,207.74036
24462,0.90918756,441418000.0,1440045000.0,216.11482
24343,0.9091624,441418000.0,440045000.0,216.11667
28837,0.90915453,577145000.0,441427000.0,202.52657
3261,0.90915406,110060309.0,441427000.0,202.52652
16071,0.9088075,440765000.0,440503000.0,196.6594
13222,0.90858096,440604000.0,577201000.0,209.47597
9149,0.9083641,416898000.0,441427000.0,205.8986
16891,0.90830725,440780000.0,538004149.0,210.66228
21318,0.9078305,440936000.0,577201000.0,208.91995
24262,0.9077113,441341000.0,577201000.0,211.31746
18831,0.9076802,440858000.0,440503000.0,202.93596
20189,0.90762734,440919000.0,441427000.0,206.05943
28951,0.90696555,577146000.0,440503000.0,198.38101
30275,0.9066565,987767006.0,440821000.0,209.06366
30091,0.906615,987767002.0,440821000.0,209.0716
4699,0.9065602,412328755.0,440821000.0,209.07825
23368,0.9063313,441043000.0,0.0,204.7202
16472,0.90621036,440772000.0,440807000.0,211.46275
26686,0.90613556,518100405.0,7523.0,173.32437
23983,0.9060409,441233000.0,440503000.0,192.43758
3445,0.9059739,224680000.0,441427000.0,197.41937
11655,0.9058739,440503000.0,440503000.0,197.56474
12207,0.9058124,440549000.0,440503000.0,204.72842
12943,0.90578824,440595000.0,440503000.0,204.73303
29907,0.9057164,987711004.0,440821000.0,209.17264
4515,0.9057049,412326893.0,440821000.0,209.17322
33771,0.9057019,1987711003.0,440821000.0,209.17363
31563,0.9056952,994310142.0,440821000.0,209.17245
29723,0.905691,987711002.0,440821000.0,209.17487
29389,0.90536803,577290000.0,441427000.0,202.74481
32079,0.9052521,1440045000.0,440503000.0,208.27783
10183,0.9052302,440045000.0,440503000.0,208.27913
29046,0.9051983,577146000.0,577201000.0,223.00352
16141,0.90512186,440765000.0,441427000.0,201.4326
20671,0.90502715,440933000.0,440503000.0,199.73409
28504,0.9048923,576872000.0,994110144.0,215.3942
7055,0.90487933,412679210.0,440503000.0,200.57622
20119,0.90460867,440919000.0,440503000.0,211.68443
24458,0.9043594,441418000.0,994210481.0,189.69359
14117,0.9042129,440645000.0,441427000.0,202.22112
21134,0.9039704,440935000.0,577201000.0,206.40393
27137,0.9039555,538004149.0,440772000.0,216.36559
11003,0.90375346,440239000.0,538004149.0,202.6836
18095,0.90347266,440820000.0,440503000.0,211.74445
7125,0.9031978,412679210.0,441427000.0,206.02461
12843,0.90314573,440590000.0,538004149.0,195.88943
13395,0.9025316,440612000.0,538004149.0,197.19296
5377,0.9024979,412329432.0,413379250.0,199.01234
5009,0.9023428,412329429.0,413379250.0,199.05968
29021,0.90203655,577146000.0,441427000.0,201.43596
22879,0.9018768,440992000.0,440503000.0,191.4517
4968,0.9018191,412329429.0,0.0,208.47748
5336,0.9017213,412329432.0,0.0,208.5111
29242,0.9015159,577201000.0,994210481.0,202.75949
24053,0.9012695,441233000.0,441427000.0,198.75536
21859,0.90108246,440954000.0,538004149.0,198.08849
8464,0.9010032,416248700.0,0.0,203.42012
10830,0.9009659,440125000.0,577201000.0,205.88431
26812,0.9008411,518100405.0,441418000.0,209.54004
6665,0.9007765,412549011.0,413379250.0,202.97786
4825,0.90075856,412328758.0,413379250.0,202.97617
6808,0.90073305,412549296.0,0.0,203.45358
15603,0.90058327,440731000.0,538004149.0,212.55411
25918,0.9001719,441660000.0,577201000.0,204.66937
14047,0.9001669,440645000.0,440503000.0,206.54999
17838,0.90013236,440807000.0,1440045000.0,212.456
5285,0.9001284,412329431.0,441427000.0,212.89052
17719,0.9001061,440807000.0,440045000.0,212.45801
20741,0.89998114,440933000.0,441427000.0,203.37666
30791,0.89962345,994010684.0,440503000.0,188.0618
31895,0.8995252,1413387561.0,440503000.0,198.16219
14326,0.8993607,440646000.0,577201000.0,208.8752
3559,0.8991477,224733000.0,440503000.0,194.12634
29503,0.8990087,577319000.0,440503000.0,195.81242
24454,0.8989788,441418000.0,994010681.0,201.28568
30861,0.8989091,994010684.0,441427000.0,191.5361
33551,0.8988783,1576850000.0,440503000.0,195.81058
28583,0.8988357,577021000.0,440503000.0,198.27278
22806,0.89875096,440989000.0,1440045000.0,208.46848
22687,0.8987238,440989000.0,440045000.0,208.46808
23869,0.898648,441098000.0,441427000.0,211.23709
31711,0.89861244,1412460299.0,440503000.0,195.93217
23799,0.898541,441098000.0,440503000.0,207.07278
15151,0.8984291,440699000.0,440503000.0,198.21947
15773,0.89819753,440733000.0,441427000.0,205.22594
20766,0.8981226,440933000.0,577201000.0,210.8528
16378,0.8979589,440772000.0,1463.0,178.66835
19751,0.8979377,440895000.0,440503000.0,199.31834
30712,0.89778477,994010681.0,994110144.0,211.19719
6529,0.8977341,412420906.0,440772000.0,212.69217
27222,0.8977245,538004149.0,1440045000.0,217.3
4137,0.8977101,412209233.0,440772000.0,212.69809
27103,0.8976958,538004149.0,440045000.0,217.30225
26077,0.8975228,441680000.0,441427000.0,207.01509
24571,0.89736956,441427000.0,440821000.0,208.95912
22949,0.8972044,440992000.0,441427000.0,197.54391
5215,0.89696443,412329431.0,440503000.0,215.23885
33183,0.8969171,1440992000.0,440503000.0,196.15501
14485,0.896761,440647000.0,441427000.0,204.62032
15246,0.8966991,440699000.0,577201000.0,224.5079
16546,0.8964794,440772000.0,994210481.0,190.47531
16388,0.8963405,440772000.0,10616.0,183.09944
3769,0.8960853,352001165.0,440772000.0,216.26526
15221,0.896026,440699000.0,441427000.0,202.08675
4784,0.8957511,412328758.0,0.0,219.72241
6624,0.89572215,412549011.0,0.0,219.72887
17848,0.8955936,440809000.0,0.0,206.25298
29573,0.8955745,577319000.0,441427000.0,201.01738
30896,0.895503,994010684.0,994110144.0,211.6327
33621,0.89544743,1576850000.0,441427000.0,201.01077
9701,0.8950492,431600275.0,441427000.0,197.70439
8343,0.89487886,416176700.0,440503000.0,196.70926
19821,0.8948681,440895000.0,441427000.0,204.67737
31781,0.89483696,1412460299.0,441427000.0,201.08473
31965,0.89479643,1413387561.0,441427000.0,202.40436
3629,0.89450073,224733000.0,441427000.0,197.88663
28653,0.8944855,577021000.0,441427000.0,202.27997
24420,0.8943241,441418000.0,441418000.0,209.1404
29414,0.894128,577290000.0,577201000.0,224.8448
26007,0.8937124,441680000.0,440503000.0,211.11536
24290,0.89361745,441418000.0,1463.0,172.846
6205,0.8935688,412333795.0,441427000.0,209.17744
22270,0.8933483,440986000.0,7523.0,186.77533
27331,0.89334273,544117120.0,440821000.0,205.9423
17796,0.893326,440807000.0,441418000.0,210.33328
9057,0.89326096,416898000.0,413379250.0,204.73111
22790,0.8929841,440989000.0,577201000.0,230.72704
14415,0.89297897,440647000.0,440503000.0,209.21028
31159,0.8926657,994135022.0,440503000.0,196.87984
33253,0.8923617,1440992000.0,441427000.0,200.53404
27089,0.8920967,538004149.0,413379250.0,203.55916
24300,0.8919147,441418000.0,10616.0,176.35147
4089,0.8918646,412209233.0,413379250.0,206.42474
6481,0.8918605,412420906.0,413379250.0,206.41551
24361,0.8913811,441418000.0,440617000.0,187.5938
7360,0.8912307,412993000.0,0.0,204.3614
8413,0.8910225,416176700.0,441427000.0,201.63661
13064,0.8909347,440604000.0,0.0,205.58148
16542,0.89088446,440772000.0,994010681.0,200.30286
7176,0.89071965,412985000.0,0.0,204.32637
9631,0.8906993,431600275.0,440503000.0,202.59795
28510,0.8906872,576872000.0,1440045000.0,203.30328
28391,0.89065886,576872000.0,440045000.0,203.30249
8563,0.8906578,416248700.0,440821000.0,195.75235
15703,0.8904549,440733000.0,440503000.0,211.99854
6135,0.8904455,412333795.0,440503000.0,213.54282
6907,0.89044005,412549296.0,440821000.0,195.70291
22360,0.89041907,440986000.0,440807000.0,216.38295
10656,0.8904098,440079000.0,994110144.0,208.44315
3854,0.89031696,352001165.0,1440045000.0,216.98088
3735,0.8902863,352001165.0,440045000.0,216.98306
26682,0.89011204,518100405.0,1463.0,170.71442
23467,0.88995326,441043000.0,440821000.0,200.80327
30423,0.88954747,994010101.0,440503000.0,195.05618
11776,0.8893907,440517000.0,0.0,212.12566
4038,0.8891624,352002409.0,1440045000.0,222.79599
3919,0.889131,352002409.0,440045000.0,222.79785
8711,0.8889342,416368000.0,440503000.0,197.02866
31229,0.888829,994135022.0,441427000.0,201.61867
27784,0.8888241,553111790.0,0.0,215.97435
27416,0.8887894,548954200.0,0.0,215.9821
23894,0.8887838,441098000.0,577201000.0,220.79283
25366,0.88835514,441524000.0,577201000.0,212.38443
26848,0.8883068,518100405.0,994110144.0,179.83409
20030,0.88814974,440900000.0,577201000.0,206.65819
12107,0.8880853,440522000.0,538004149.0,198.56757
26692,0.88792855,518100405.0,10616.0,175.40831
12854,0.8878707,440590000.0,577201000.0,206.61487
6614,0.88778156,412420906.0,1440045000.0,212.38414
6495,0.88775235,412420906.0,440045000.0,212.38608
4222,0.88775235,412209233.0,1440045000.0,212.38962
4103,0.8877232,412209233.0,440045000.0,212.39159
27238,0.88658977,544117120.0,7523.0,182.64836
9006,0.88649154,416791000.0,1440045000.0,206.2461
5067,0.88649106,412329429.0,440821000.0,197.70107
8887,0.8864574,416791000.0,440045000.0,206.24619
8159,0.8863791,416123900.0,440503000.0,197.27904
5435,0.88633156,412329432.0,440821000.0,197.72076
27180,0.8861436,538004149.0,441418000.0,215.66568
20582,0.88564193,440931000.0,577201000.0,205.17929
32910,0.8854546,1440731000.0,577201000.0,219.42839
30493,0.8852426,994010101.0,441427000.0,201.10521
28326,0.88513273,576699000.0,1440045000.0,206.45052
32752,0.8851273,1440731000.0,0.0,211.84288
28207,0.8850982,576699000.0,440045000.0,206.45059
16449,0.8850454,440772000.0,440617000.0,188.96416
2539,0.8847009,14419.0,538004149.0,201.09712
25171,0.8846222,441481000.0,538004149.0,207.18402
16166,0.88461,440765000.0,577201000.0,208.71803
28506,0.88433576,576872000.0,994210481.0,214.19223
13968,0.8842788,440641000.0,994110144.0,207.76263
15037,0.88426256,440656000.0,441427000.0,199.7371
24561,0.8839072,441427000.0,440772000.0,213.77739
7912,0.88330907,416122800.0,0.0,205.97218
3953,0.8831875,352002409.0,440772000.0,224.8746
16693,0.8830106,440773000.0,441427000.0,203.4513
8781,0.88299173,416368000.0,441427000.0,199.58351
11371,0.88271123,440283000.0,538004149.0,216.00117
17075,0.88234764,440781000.0,538004149.0,191.31584
27321,0.88139933,544117120.0,440772000.0,221.7035
1803,0.8813592,7560.0,538004149.0,206.12363
22432,0.8813383,440986000.0,994110144.0,186.8232
12391,0.8811709,440574000.0,440503000.0,194.01361
27406,0.8811428,544117120.0,1440045000.0,218.93121
11265,0.88113225,440283000.0,413379250.0,198.12817
27287,0.8811128,544117120.0,440045000.0,218.93253
8229,0.8802901,416123900.0,441427000.0,199.66554
30350,0.88023245,987767006.0,1440045000.0,223.70602
30231,0.8801987,987767006.0,440045000.0,223.70786
30166,0.88018817,987767002.0,1440045000.0,223.71451
30047,0.8801545,987767002.0,440045000.0,223.71638
4774,0.8801288,412328755.0,1440045000.0,223.72258
4655,0.8800951,412328755.0,440045000.0,223.72443
10635,0.8800529,440079000.0,538004149.0,190.70726
4883,0.8799069,412328758.0,440821000.0,207.83537
