,0,1,2,3
17026,0.3832558,440781000.0,440820000.0,184.0455
14939,0.3832332,440656000.0,412420906.0,207.09369
32774,0.38315082,1440731000.0,412209233.0,210.36086
26508,0.38309622,441825000.0,10616.0,182.70375
26571,0.3830778,441825000.0,440641000.0,201.49353
1540,0.38305616,7535.0,440584000.0,198.9145
1025,0.3830451,7252.0,440886000.0,200.95071
26498,0.38298255,441825000.0,1463.0,186.04681
13921,0.38287613,440641000.0,440986000.0,190.62752
32787,0.38286322,1440731000.0,412420906.0,210.36974
27127,0.38275754,538004149.0,440648000.0,225.58488
10917,0.38268596,440239000.0,440283000.0,210.0614
8593,0.38264707,416248700.0,441098000.0,203.66792
3384,0.38250548,224680000.0,440612000.0,199.25294
13406,0.382456,440612000.0,577201000.0,160.83963
22338,0.38238344,440986000.0,440628000.0,183.3651
7471,0.38236937,412993000.0,440931000.0,206.76703
11283,0.38231736,440283000.0,440239000.0,207.42583
8056,0.38227147,416122800.0,441825000.0,204.7711
31222,0.3822449,994135022.0,441038000.0,218.25804
26130,0.38222346,441811000.0,1463.0,184.223
17940,0.382062,440809000.0,440781000.0,210.56407
4004,0.38202748,352002409.0,441660000.0,180.48697
25220,0.38184425,441524000.0,10616.0,187.45743
23273,0.38182458,441038000.0,440772000.0,198.671
9437,0.38181344,431539000.0,432468000.0,202.68335
7287,0.38174957,412985000.0,440931000.0,206.78613
3579,0.38164988,224733000.0,440704000.0,207.59843
1161,0.38163334,7523.0,440079000.0,190.19604
27681,0.38160595,553111643.0,440656000.0,213.84149
29073,0.381589,577201000.0,1422.0,212.0325
32073,0.3815056,1440045000.0,440079000.0,202.314
10177,0.3814496,440045000.0,440079000.0,202.31537
10025,0.38143978,432914000.0,440772000.0,196.55934
684,0.38138035,4368.0,441418000.0,205.52208
925,0.38135722,7252.0,7252.0,196.0817
29643,0.38134056,987711002.0,224733000.0,187.53331
31483,0.38133976,994310142.0,224733000.0,187.53102
20691,0.38131928,440933000.0,440704000.0,207.66338
22292,0.38129157,440986000.0,412329431.0,216.84679
4435,0.38128448,412326893.0,224733000.0,187.53525
33691,0.38126606,1987711003.0,224733000.0,187.53484
6817,0.38125247,412549296.0,7560.0,221.02081
32654,0.38123733,1440620000.0,440751000.0,202.64151
12589,0.38123268,440584000.0,440646000.0,204.24146
29746,0.38122606,987711002.0,440987000.0,178.8933
31586,0.3812257,994310142.0,440987000.0,178.8918
29827,0.38122067,987711004.0,224733000.0,187.53697
29500,0.38119176,577319000.0,440246000.0,211.57533
4538,0.38117388,412326893.0,440987000.0,178.89413
33794,0.3811608,1987711003.0,440987000.0,178.89397
29248,0.3811219,577201000.0,1440612000.0,211.71216
29930,0.38111976,987711004.0,440987000.0,178.8958
33548,0.3810851,1576850000.0,440246000.0,211.59737
17804,0.3810533,440807000.0,441660000.0,192.44595
21795,0.38104922,440954000.0,440704000.0,211.00409
11924,0.3809453,440517000.0,544117120.0,214.22948
6779,0.3809072,412549011.0,577021000.0,202.68217
4939,0.3807755,412328758.0,577021000.0,202.68211
11911,0.38068995,440517000.0,441439000.0,191.27225
11905,0.38065732,440517000.0,441098000.0,204.20079
3456,0.3806554,224680000.0,441825000.0,201.848
8473,0.38058475,416248700.0,7560.0,221.02254
13512,0.38057655,440617000.0,440654000.0,207.57729
3005,0.38055056,14737.0,440283000.0,195.06004
26861,0.38054052,518100405.0,1441650000.0,193.99875
8791,0.3804738,416368000.0,441812000.0,216.8582
11702,0.38046736,440503000.0,440920000.0,205.81001
11534,0.38036573,440298000.0,441038000.0,207.67029
23378,0.3803648,441043000.0,10051.0,220.49715
1111,0.38034818,7523.0,7530.0,197.32591
2024,0.3802245,10466.0,0.0,218.80658
8406,0.38018474,416176700.0,441038000.0,218.00926
21044,0.38008094,440935000.0,440584000.0,199.83502
11298,0.38001013,440283000.0,440628000.0,192.55733
30729,0.38000768,994010684.0,1422.0,199.04123
13598,0.37996984,440617000.0,994010681.0,204.34764
12806,0.3799682,440590000.0,440920000.0,205.71796
23126,0.37994072,441014000.0,441038000.0,207.78726
6633,0.37986806,412549011.0,7560.0,224.27757
26631,0.3798172,441825000.0,441439000.0,202.2094
4793,0.37981048,412328758.0,7560.0,224.28172
2401,0.3797641,14419.0,7560.0,191.48238
1850,0.3795876,10051.0,10051.0,190.97629
22508,0.37957963,440987000.0,440246000.0,197.21309
24939,0.37940493,441439000.0,440821000.0,192.38698
16571,0.37939978,440773000.0,10466.0,191.2435
17222,0.37937617,440786000.0,440920000.0,205.34956
31708,0.37935925,1412460299.0,440246000.0,211.28664
19636,0.37929472,440894000.0,441418000.0,217.99318
13147,0.37924027,440604000.0,440704000.0,206.6462
14510,0.37915573,440647000.0,577201000.0,156.56406
10046,0.3790963,432914000.0,440920000.0,206.00212
23376,0.37909034,441043000.0,7535.0,209.91647
8239,0.3790856,416123900.0,441812000.0,216.8369
8843,0.37905586,416791000.0,10466.0,188.8497
6505,0.37903276,412420906.0,440522000.0,199.72171
4113,0.3790262,412209233.0,440522000.0,199.72673
13696,0.3789966,440628000.0,440654000.0,205.20169
4131,0.37898898,412209233.0,440704000.0,191.44084
12801,0.37898812,440590000.0,440886000.0,205.73904
6523,0.3789758,412420906.0,440704000.0,191.4355
26557,0.37896973,441825000.0,440283000.0,199.83182
1616,0.37896585,7535.0,441825000.0,204.43462
32805,0.37893042,1440731000.0,432468000.0,220.50017
25576,0.3789281,441650000.0,0.0,212.01736
13691,0.37886587,440628000.0,440641000.0,203.48526
11697,0.3787799,440503000.0,440886000.0,205.80779
6793,0.3786587,412549011.0,994135022.0,203.29015
29497,0.3786085,577319000.0,440079000.0,216.02457
24530,0.37859452,441427000.0,440125000.0,190.02684
24086,0.3785682,441233000.0,994010681.0,205.87245
33545,0.37853554,1576850000.0,440079000.0,216.0555
6902,0.37852922,412549296.0,440787000.0,207.40308
4953,0.3785098,412328758.0,994135022.0,203.28867
27588,0.37847945,548954200.0,1412460299.0,204.7309
6911,0.37847474,412549296.0,440871000.0,202.35608
17029,0.378466,440781000.0,440847000.0,208.02553
27956,0.37842235,553111790.0,1412460299.0,204.73634
17217,0.37840098,440786000.0,440886000.0,205.37393
25262,0.37831497,441524000.0,432914000.0,211.24075
30629,0.3783002,994010681.0,440733000.0,188.02634
7102,0.37829125,412679210.0,440920000.0,213.83136
6558,0.378289,412420906.0,440954000.0,203.40317
4166,0.3782869,412209233.0,440954000.0,203.40779
6499,0.37826666,412420906.0,440239000.0,204.40019
4107,0.37825438,412209233.0,440239000.0,204.40607
1363,0.378222,7530.0,440641000.0,207.55327
18492,0.3781895,440846000.0,440781000.0,214.86859
32091,0.37814015,1440045000.0,440641000.0,202.25642
10041,0.37811458,432914000.0,440886000.0,206.02267
18458,0.37811244,440846000.0,440125000.0,211.83885
32469,0.3780938,1440612000.0,440733000.0,190.52408
10195,0.37808424,440045000.0,440641000.0,202.25769
3883,0.37806526,352002409.0,224733000.0,186.35223
8558,0.37806243,416248700.0,440787000.0,207.38155
24230,0.37805256,441341000.0,441038000.0,208.97371
28946,0.37804893,577146000.0,440125000.0,217.52405
16889,0.37804034,440780000.0,518100405.0,222.70166
30526,0.37783664,994010101.0,994010681.0,207.29794
7968,0.37781832,416122800.0,440055000.0,213.49448
1767,0.37764058,7560.0,440931000.0,209.67088
31705,0.3775757,1412460299.0,440079000.0,215.82915
11863,0.37751815,440517000.0,440765000.0,211.67117
8567,0.3773692,416248700.0,440871000.0,202.40044
17071,0.37735566,440781000.0,441812000.0,206.48283
3995,0.37730148,352002409.0,441341000.0,184.201
26140,0.3772951,441811000.0,10616.0,181.49977
10725,0.3772875,440125000.0,432468000.0,210.19301
7097,0.37727565,412679210.0,440886000.0,213.87685
27329,0.37727052,544117120.0,440809000.0,192.70552
27517,0.37717524,548954200.0,440847000.0,188.20384
7794,0.3771197,416052600.0,440549000.0,204.9696
27885,0.37709594,553111790.0,440847000.0,188.2049
23613,0.37706274,441084000.0,440283000.0,204.51889
29219,0.37700942,577201000.0,538004149.0,210.17319
19756,0.37700164,440895000.0,440584000.0,205.01872
21030,0.37695068,440935000.0,432914000.0,210.61438
14976,0.3769387,440656000.0,440612000.0,209.26999
2208,0.37688872,10616.0,0.0,217.6054
26576,0.37684584,441825000.0,440654000.0,205.21457
22746,0.3767259,440989000.0,440935000.0,212.83842
7798,0.37664595,416052600.0,440595000.0,204.97977
27113,0.3766363,538004149.0,440522000.0,195.07222
1757,0.3765624,7560.0,440847000.0,207.4971
613,0.3765458,4368.0,440283000.0,195.72093
19971,0.37654385,440900000.0,440821000.0,195.05841
11601,0.37654224,440503000.0,7560.0,230.9577
2585,0.3764191,14465.0,7560.0,193.4653
11913,0.3764087,440517000.0,441524000.0,210.87663
16632,0.3764068,440773000.0,440612000.0,214.49977
9096,0.3763989,416898000.0,440654000.0,198.80693
19600,0.37632325,440894000.0,440807000.0,212.62013
28420,0.3763088,576872000.0,440731000.0,216.07895
26979,0.37625036,529695000.0,440936000.0,214.25267
22190,0.37621084,440966000.0,440920000.0,205.12766
20662,0.3761414,440933000.0,432914000.0,210.92184
15835,0.376118,440751000.0,10466.0,191.60783
1398,0.3760972,7530.0,440920000.0,213.32298
11661,0.37600976,440503000.0,440590000.0,218.92912
13898,0.37595928,440641000.0,440820000.0,183.64757
8191,0.3759493,416123900.0,440788000.0,218.67021
22134,0.3758549,440966000.0,432914000.0,201.67671
4364,0.37581518,412326873.0,441418000.0,209.75134
28006,0.37580702,553111850.0,412679210.0,204.27086
1239,0.37575635,7523.0,441439000.0,193.54124
2633,0.3757514,14465.0,440079000.0,207.29225
27721,0.37568375,553111643.0,440986000.0,217.28474
27088,0.3756495,538004149.0,412993000.0,193.33301
26695,0.37561512,518100405.0,14648.0,220.58722
11264,0.37557125,440283000.0,412993000.0,202.75497
27936,0.3755524,553111790.0,553111850.0,213.41203
29399,0.3755293,577290000.0,441812000.0,216.18251
8743,0.3754907,416368000.0,440788000.0,218.40736
27568,0.3754667,548954200.0,553111850.0,213.41779
6488,0.37543935,412420906.0,416791000.0,201.2396
4096,0.3754269,412209233.0,416791000.0,201.24544
22185,0.3753571,440966000.0,440886000.0,205.13203
26950,0.3752806,529695000.0,440751000.0,195.37318
11231,0.37527773,440283000.0,7530.0,221.85886
809,0.3751922,7236.0,440617000.0,210.82729
23718,0.37503797,441084000.0,994010681.0,209.10576
977,0.37503543,7252.0,440079000.0,195.35727
1393,0.37498307,7530.0,440886000.0,213.38257
14970,0.3749052,440656000.0,440549000.0,208.42264
28770,0.37481257,577145000.0,440549000.0,205.11945
3194,0.37481156,110060309.0,440549000.0,205.11943
11337,0.37474746,440283000.0,440934000.0,203.99474
8054,0.37460876,416122800.0,441811000.0,208.4397
1848,0.37460032,10051.0,7535.0,190.59181
28470,0.37457967,576872000.0,441431000.0,218.35558
11504,0.3745634,440298000.0,440807000.0,200.70422
14974,0.37453663,440656000.0,440595000.0,208.43538
31171,0.37448052,994135022.0,440641000.0,215.39279
28774,0.37433988,577145000.0,440595000.0,205.12965
3198,0.3743389,110060309.0,440595000.0,205.12964
22733,0.3742984,440989000.0,440847000.0,216.14792
27460,0.37429258,548954200.0,416123900.0,202.76483
5119,0.3742903,412329429.0,553111790.0,210.02473
5117,0.37427607,412329429.0,548954200.0,210.02222
5454,0.37425998,412329432.0,440954000.0,202.25386
27828,0.37422255,553111790.0,416123900.0,202.77026
11657,0.37418127,440503000.0,440522000.0,212.707
23098,0.37417528,441014000.0,440820000.0,193.67458
27524,0.3740996,548954200.0,440900000.0,189.38052
18146,0.37409905,440820000.0,440935000.0,200.17305
17357,0.374061,440787000.0,440283000.0,201.25394
27892,0.37402457,553111790.0,440900000.0,189.38252
15910,0.37396955,440751000.0,440751000.0,208.27724
30648,0.3738416,994010681.0,440885000.0,195.32487
5487,0.37383544,412329432.0,553111790.0,210.02997
5485,0.37382123,412329432.0,548954200.0,210.02744
4932,0.37381774,412328758.0,544117120.0,220.2943
6772,0.37372595,412549011.0,544117120.0,220.2994
5086,0.37362236,412329429.0,440954000.0,202.31525
7786,0.3735449,416052600.0,440125000.0,217.02731
20978,0.3734477,440935000.0,1463.0,186.463
20523,0.37342384,440931000.0,440821000.0,195.25128
24529,0.37339705,441427000.0,440079000.0,185.45636
17777,0.3733565,440807000.0,440934000.0,199.53116
20129,0.3733187,440919000.0,440617000.0,189.70587
8210,0.37326068,416123900.0,440935000.0,215.67177
8355,0.3731985,416176700.0,440641000.0,214.96132
4934,0.3731603,412328758.0,553111643.0,224.65376
6774,0.3731212,412549011.0,553111643.0,224.6525
8762,0.37308004,416368000.0,440935000.0,215.32048
13627,0.37306792,440628000.0,10466.0,188.14987
3986,0.37304989,352002409.0,440987000.0,177.25656
5381,0.37304807,412329432.0,416176700.0,205.75453
5634,0.3729855,412329433.0,440935000.0,200.321
21271,0.37297958,440936000.0,440931000.0,205.82489
6449,0.3729332,412420906.0,7560.0,229.40749
20792,0.37293085,440934000.0,0.0,213.87038
3186,0.37292102,110060309.0,440125000.0,217.05093
28762,0.37292045,577145000.0,440125000.0,217.0508
6485,0.37291452,412420906.0,416176700.0,210.02737
4057,0.37290537,412209233.0,7560.0,229.42148
4093,0.3729024,412209233.0,416176700.0,210.03313
21255,0.3728332,440936000.0,440788000.0,208.15201
1481,0.37273452,7535.0,7560.0,195.94165
31026,0.37262636,994110144.0,440935000.0,204.4247
3878,0.3725528,352002409.0,14465.0,227.65005
33230,0.37249392,1440992000.0,440920000.0,205.50371
11275,0.37242737,440283000.0,431539000.0,199.90584
5013,0.37242183,412329429.0,416176700.0,205.83203
29367,0.37234625,577290000.0,440931000.0,216.5634
10546,0.3722534,440079000.0,440125000.0,200.96338
3795,0.37218714,352001165.0,440936000.0,197.01439
27055,0.3721677,538004149.0,7530.0,231.28404
20339,0.37212095,440920000.0,440821000.0,191.35939
5384,0.37198827,412329432.0,416791000.0,197.3743
19419,0.37193868,440886000.0,440821000.0,191.35165
16745,0.3719072,440780000.0,1422.0,207.85568
31008,0.371737,994110144.0,440807000.0,208.45615
20988,0.37164792,440935000.0,10616.0,183.35437
5440,0.37162605,412329432.0,440885000.0,193.55823
10982,0.37162343,440239000.0,441038000.0,211.35036
8704,0.37155396,416368000.0,440055000.0,225.74883
33225,0.37153658,1440992000.0,440886000.0,205.52641
27107,0.3715277,538004149.0,440239000.0,200.25409
11882,0.37147418,440517000.0,440894000.0,197.70985
5016,0.37146315,412329429.0,416791000.0,197.44232
12987,0.37139374,440595000.0,440895000.0,212.04942
29351,0.37137586,577290000.0,440788000.0,218.15436
31412,0.37136784,994210481.0,441418000.0,209.72304
11355,0.3713573,440283000.0,441341000.0,199.14288
12251,0.37132615,440549000.0,440895000.0,212.0531
27166,0.37132356,538004149.0,440954000.0,198.13318
21071,0.37130556,440935000.0,440788000.0,205.81046
29310,0.37129304,577290000.0,432914000.0,220.26363
10389,0.37124023,440055000.0,440733000.0,206.88234
13393,0.37118167,440612000.0,518100405.0,210.60979
6943,0.37117457,412549296.0,441439000.0,191.35262
27698,0.37117353,553111643.0,440820000.0,206.5812
21061,0.37116605,440935000.0,440733000.0,193.24075
8759,0.3711131,416368000.0,440931000.0,215.99739
25303,0.3710555,441524000.0,440788000.0,205.4394
8792,0.37095433,416368000.0,441825000.0,216.2273
5072,0.37092683,412329429.0,440885000.0,193.61687
8240,0.3709123,416123900.0,441825000.0,216.55339
13908,0.37075225,440641000.0,440900000.0,202.70497
18854,0.37070704,440858000.0,440751000.0,203.25824
8207,0.3706662,416123900.0,440931000.0,216.02943
15171,0.37065795,440699000.0,440704000.0,217.75053
3759,0.37064865,352001165.0,440648000.0,225.72395
21303,0.37064108,440936000.0,441812000.0,205.62506
32253,0.3705907,1440604000.0,432468000.0,209.14658
22942,0.37043065,440992000.0,441038000.0,207.01544
9989,0.37039053,432914000.0,432468000.0,203.90517
31056,0.37038484,994110144.0,441825000.0,205.8822
26365,0.37031132,441812000.0,432468000.0,206.24934
5509,0.3702913,412329432.0,1413387561.0,204.84056
17717,0.3702256,440807000.0,432468000.0,190.15714
8918,0.37020674,416791000.0,440751000.0,200.16331
26134,0.37011978,441811000.0,7523.0,192.32202
8152,0.37010792,416123900.0,440055000.0,225.93123
25351,0.37009013,441524000.0,441812000.0,202.43602
1552,0.37008828,7535.0,440654000.0,203.53276
1799,0.37008423,7560.0,441812000.0,206.64697
8599,0.37008277,416248700.0,441439000.0,191.37747
32054,0.36990196,1440045000.0,412679210.0,210.6149
10158,0.3698476,440045000.0,412679210.0,210.61414
6743,0.36967054,412549011.0,440963000.0,189.86807
5141,0.36964208,412329429.0,1413387561.0,204.89606
4903,0.36952254,412328758.0,440963000.0,189.86479
32222,0.36950862,1440604000.0,412209233.0,198.50648
5446,0.36940128,412329432.0,440920000.0,191.72794
7455,0.3693811,412993000.0,440788000.0,206.84718
32235,0.36920422,1440604000.0,412420906.0,198.51543
11632,0.36919132,440503000.0,412993000.0,209.56384
11311,0.36917406,440283000.0,440765000.0,213.57149
32827,0.36905426,1440731000.0,440641000.0,213.53217
3025,0.36904022,14737.0,440656000.0,215.045
3732,0.36899012,352001165.0,431600275.0,219.13983
12230,0.368989,440549000.0,440751000.0,205.11877
16065,0.36896986,440765000.0,440079000.0,201.22
12966,0.36895004,440595000.0,440751000.0,205.12325
817,0.36893553,7236.0,440656000.0,222.04239
17114,0.36880141,440786000.0,1463.0,186.21191
22709,0.36878344,440989000.0,440646000.0,219.1326
1005,0.36878195,7252.0,440733000.0,208.72493
17005,0.36872435,440781000.0,440646000.0,210.51482
5078,0.36870965,412329429.0,440920000.0,191.77162
12749,0.3686441,440590000.0,432468000.0,207.38206
17124,0.3685799,440786000.0,10616.0,182.59268
23789,0.36856386,441098000.0,432468000.0,219.34052
22776,0.36852124,440989000.0,441825000.0,213.8703
32897,0.36848536,1440731000.0,518100405.0,206.25394
17534,0.36845034,440788000.0,432914000.0,202.99588
23424,0.3683389,441043000.0,440055000.0,195.62044
20982,0.36830834,440935000.0,7523.0,194.14987
6783,0.368149,412549011.0,577290000.0,203.62369
6789,0.36809874,412549011.0,994010101.0,189.97433
7271,0.36802313,412985000.0,440788000.0,206.9078
1798,0.368022,7560.0,441811000.0,204.48482
16452,0.3680146,440772000.0,440645000.0,215.2619
4943,0.36800522,412328758.0,577290000.0,203.62425
16633,0.36799923,440773000.0,440617000.0,187.41888
9117,0.3679964,416898000.0,440847000.0,193.10606
7503,0.36795858,412993000.0,441812000.0,203.62315
4949,0.36795068,412328758.0,994010101.0,189.96867
25109,0.36794528,441481000.0,440733000.0,216.04228
17786,0.36791417,440807000.0,440987000.0,189.85062
11161,0.36788946,440246000.0,440986000.0,182.36365
29328,0.36788777,577290000.0,440612000.0,207.62308
6895,0.36782843,412549296.0,440765000.0,212.7705
25230,0.36779976,441524000.0,412209233.0,200.26953
5441,0.36775526,412329432.0,440886000.0,191.72769
11926,0.36771622,440517000.0,553111643.0,220.35175
28238,0.36766925,576699000.0,440751000.0,200.83368
25319,0.36759844,441524000.0,440931000.0,204.46043
16626,0.36757356,440773000.0,440549000.0,211.62193
21087,0.36755535,440935000.0,440931000.0,203.99641
32024,0.36753574,1440045000.0,7535.0,227.09052
25243,0.367496,441524000.0,412420906.0,200.27849
10128,0.36747825,440045000.0,7535.0,227.09323
17683,0.36743304,440807000.0,224733000.0,197.45663
12972,0.36738765,440595000.0,440781000.0,213.64891
2886,0.367359,14648.0,441038000.0,220.23997
3748,0.36734068,352001165.0,440584000.0,186.54941
16582,0.367303,440773000.0,412209233.0,211.14473
12236,0.3672887,440549000.0,440781000.0,213.64983
17118,0.36724925,440786000.0,7523.0,193.10089
11336,0.36719912,440283000.0,440933000.0,214.03386
16630,0.3671863,440773000.0,440595000.0,211.63315
9155,0.36715823,416898000.0,441650000.0,195.48944
6613,0.36715436,412420906.0,1413387561.0,207.9947
4221,0.36714226,412209233.0,1413387561.0,208.00046
6377,0.3671083,412371206.0,440986000.0,199.5729
5073,0.36706504,412329429.0,440886000.0,191.77136
834,0.36703435,7236.0,440820000.0,213.36038
16595,0.36702037,440773000.0,412420906.0,211.15712
27096,0.3669144,538004149.0,416791000.0,197.28108
28954,0.36688992,577146000.0,440549000.0,204.6134
14142,0.3668582,440645000.0,577201000.0,160.44054
8551,0.36675403,416248700.0,440765000.0,212.79414
31422,0.3666965,994210481.0,441811000.0,207.7122
20222,0.36667785,440919000.0,994010681.0,203.48186
13118,0.366452,440604000.0,432914000.0,210.51558
21696,0.3664217,440952000.0,994110144.0,181.56065
28958,0.36642146,577146000.0,440595000.0,204.62363
15361,0.36640373,440704000.0,440772000.0,195.51338
13892,0.36638516,440641000.0,440781000.0,202.92668
283,0.36630172,1422.0,440821000.0,204.0601
8057,0.36630088,416122800.0,518100405.0,201.15562
7319,0.36628494,412985000.0,441812000.0,203.76114
5375,0.36618635,412329432.0,412985000.0,193.2248
14964,0.3661533,440656000.0,440246000.0,213.54306
12938,0.36612016,440595000.0,440125000.0,210.45618
29370,0.36611983,577290000.0,440935000.0,213.75128
12202,0.36605906,440549000.0,440125000.0,210.45517
20719,0.36597347,440933000.0,440931000.0,204.06198
27158,0.3659064,538004149.0,440920000.0,187.3352
26550,0.36581987,441825000.0,432914000.0,209.46257
3454,0.3657014,224680000.0,441811000.0,202.61418
11132,0.36567315,440246000.0,440781000.0,200.19905
25065,0.36564836,441481000.0,413379250.0,196.72798
21119,0.36560962,440935000.0,441812000.0,201.46405
6479,0.36556053,412420906.0,412985000.0,196.77414
5007,0.36555678,412329429.0,412985000.0,193.29729
4087,0.36554784,412209233.0,412985000.0,196.78156
17795,0.3655111,440807000.0,441341000.0,194.70895
7067,0.36539453,412679210.0,440641000.0,208.2046
14774,0.36537918,440654000.0,432914000.0,203.83887
23428,0.36528832,441043000.0,440246000.0,194.67162
10035,0.36524346,432914000.0,440821000.0,188.21687
24030,0.3650782,441233000.0,440920000.0,207.46654
24547,0.36493796,441427000.0,440641000.0,184.6717
28036,0.36487806,553111850.0,440584000.0,205.29175
16010,0.3648235,440765000.0,1463.0,191.32603
17906,0.36471117,440809000.0,440125000.0,209.5148
20703,0.3646167,440933000.0,440788000.0,206.51134
6519,0.36455414,412420906.0,440648000.0,220.31342
8976,0.36453983,416791000.0,441825000.0,202.61748
4127,0.36449316,412209233.0,440648000.0,220.3187
22559,0.36449122,440987000.0,440931000.0,202.75159
27153,0.36448476,538004149.0,440886000.0,187.33206
6754,0.364483,412549011.0,441233000.0,199.18419
25394,0.36444953,441584000.0,1463.0,184.65479
32102,0.36432412,1440045000.0,440751000.0,204.71638
4914,0.3642844,412328758.0,441233000.0,199.18745
21245,0.36427993,440936000.0,440733000.0,188.15602
10206,0.3642673,440045000.0,440751000.0,204.71756
2711,0.36425197,14465.0,441439000.0,210.65541
11361,0.3642131,440283000.0,441524000.0,210.96873
27093,0.36416104,538004149.0,416176700.0,204.3559
31206,0.3641336,994135022.0,440920000.0,219.89296
23992,0.36407626,441233000.0,440612000.0,200.23041
6701,0.36407512,412549011.0,440646000.0,189.25443
24025,0.3640726,441233000.0,440886000.0,207.49101
16726,0.36405945,440773000.0,994010681.0,202.30469
13005,0.3640559,440595000.0,441014000.0,208.27419
29400,0.3640392,577290000.0,441825000.0,214.65652
22070,0.3640188,440963000.0,1440045000.0,212.28842
4861,0.36399814,412328758.0,440646000.0,189.26363
12269,0.3639947,440549000.0,441014000.0,208.27316
21951,0.36393568,440963000.0,440045000.0,212.28967
9159,0.36384735,416898000.0,441812000.0,193.237
33286,0.36381313,1440992000.0,994010681.0,206.55156
3368,0.3637285,224680000.0,440055000.0,212.13141
8974,0.36368456,416791000.0,441811000.0,207.25157
15798,0.36360887,440733000.0,577201000.0,166.8595
11710,0.36359027,440503000.0,440954000.0,215.72496
633,0.3634386,4368.0,440656000.0,215.6087
6914,0.36343393,412549296.0,440894000.0,199.45802
8004,0.36335132,416122800.0,440781000.0,208.04327
30435,0.36333698,994010101.0,440641000.0,204.74805
27934,0.3632668,553111790.0,553111643.0,213.95451
3378,0.3631905,224680000.0,440549000.0,196.76834
27566,0.3631876,548954200.0,553111643.0,213.95882
31201,0.36318377,994135022.0,440886000.0,219.93193
8390,0.3631771,416176700.0,440920000.0,219.49783
6492,0.36313698,412420906.0,431600275.0,213.18365
24422,0.36308894,441418000.0,441431000.0,183.96053
27100,0.36308336,538004149.0,431600275.0,216.12714
4100,0.3630677,412209233.0,431600275.0,213.18895
11785,0.36305055,440517000.0,7560.0,227.88232
7437,0.36304477,412993000.0,440646000.0,207.70476
11293,0.36301854,440283000.0,440590000.0,210.4246
23995,0.3629624,441233000.0,440641000.0,203.34846
26800,0.36291236,518100405.0,440966000.0,186.3553
8946,0.36289376,416791000.0,440935000.0,200.90105
10941,0.3628632,440239000.0,440733000.0,196.21938
14170,0.3628135,440646000.0,1463.0,186.98901
18457,0.3627421,440846000.0,440079000.0,207.81071
3382,0.3627358,224680000.0,440595000.0,196.7779
28475,0.36272326,576872000.0,441650000.0,207.54565
22580,0.36266214,440987000.0,441418000.0,201.20735
11461,0.36263272,440298000.0,432468000.0,206.8535
2820,0.36259323,14648.0,440246000.0,207.14258
27576,0.36255178,548954200.0,577319000.0,204.24994
81,0.36251923,0.0,440656000.0,222.70547
24755,0.36251283,441431000.0,440821000.0,190.34787
27944,0.36249587,553111790.0,577319000.0,204.25539
30862,0.36248288,994010684.0,441431000.0,211.94225
3042,0.36240798,14737.0,440820000.0,204.27917
6945,0.3623919,412549296.0,441524000.0,212.22295
1193,0.362384,7523.0,440772000.0,212.74968
8570,0.36236876,416248700.0,440894000.0,199.48299
29312,0.36236164,577290000.0,440055000.0,224.2106
11651,0.36235613,440503000.0,440239000.0,215.8025
2581,0.36234358,14465.0,7252.0,194.90155
28296,0.36225784,576699000.0,441825000.0,202.56479
8385,0.36222807,416176700.0,440886000.0,219.53674
11318,0.36217847,440283000.0,440787000.0,208.87581
13748,0.36216936,440628000.0,441418000.0,200.88783
28294,0.3621367,576699000.0,441811000.0,207.25525
1345,0.3620868,7530.0,440079000.0,207.17664
30413,0.36206385,994010101.0,432468000.0,210.72668
29252,0.36204177,577201000.0,1440992000.0,211.77272
7253,0.36202946,412985000.0,440646000.0,207.7008
26422,0.36200947,441812000.0,440920000.0,207.16269
29184,0.36196387,577201000.0,440933000.0,212.54956
26217,0.36185077,441811000.0,440772000.0,196.52841
32257,0.36183926,1440604000.0,440079000.0,206.2533
23310,0.36183408,441038000.0,441038000.0,207.31474
8740,0.36180645,416368000.0,440781000.0,218.75548
6766,0.36173734,412549011.0,441811000.0,183.89787
1055,0.36173615,7252.0,441439000.0,200.44965
27598,0.36170766,548954200.0,1576850000.0,204.2276
98,0.361671,0.0,440820000.0,216.70204
27966,0.36165163,553111790.0,1576850000.0,204.2331
4926,0.36159995,412328758.0,441811000.0,183.90164
27591,0.3615823,548954200.0,1440604000.0,199.25838
21261,0.36156458,440936000.0,440847000.0,206.27507
27959,0.3615262,553111790.0,1440604000.0,199.26335
14180,0.36148986,440646000.0,10616.0,184.38765
20751,0.3614772,440933000.0,441812000.0,203.911
11263,0.36146787,440283000.0,412985000.0,203.13284
28266,0.36146182,576699000.0,440935000.0,200.87129
15982,0.36143473,440751000.0,577201000.0,166.4376
8601,0.3613329,416248700.0,441524000.0,212.26872
121,0.36130476,0.0,440986000.0,224.12703
10550,0.36125267,440079000.0,440298000.0,203.04959
13500,0.36124283,440617000.0,440584000.0,201.77582
273,0.36121026,1422.0,440772000.0,208.62222
5403,0.36105633,412329432.0,440574000.0,209.00644
6735,0.3610408,412549011.0,440931000.0,186.35722
26417,0.3609869,441812000.0,440886000.0,207.19547
4895,0.36092937,412328758.0,440931000.0,186.35541
22688,0.3608923,440989000.0,440055000.0,220.87424
7619,0.36078146,413379250.0,440641000.0,201.2459
