test_mae,test_mre,test_mse,test_rmse,val_mae,val_mre,val_mse,val_rmse,model,db,seed
0.00366282,0.4395095308570098,3.034117e-05,0.005508282,0.0028620188,0.4380579126112864,2.001304e-05,0.0044735936,geodeCrossV6,aircross,15900376
0.004412761,0.4145843922271128,3.6544734e-05,0.006045224,0.003728672,0.4334853511174571,2.70228e-05,0.005198346,geodeCrossV6,aircross,63273150
0.0033300025,0.3934956700410252,2.3060853e-05,0.0048021716,0.002755924,0.41365748258097523,1.7595832e-05,0.004194739,geodeCrossV6,aircross,10799678
0.0044028475,0.34808678356933315,3.675338e-05,0.0060624564,0.0033321488,0.34066893535762477,2.2095974e-05,0.0047006356,geodeCrossV6,aircross,72833750
0.0030696015,0.37898339052305113,1.8578568e-05,0.004310286,0.002746156,0.41280676583567455,1.5837837e-05,0.003979678,geodeCrossV6,aircross,53728009
0.00418249,0.4318089314728918,3.5652065e-05,0.005970935,0.0034282114,0.45357571317246265,2.4711135e-05,0.0049710297,geodeCrossV6,aircross,51547402

0.0029807119,0.3576619514279555,2.0539042e-05,0.004532002,0.002286501,0.34996968114643356,1.4020974e-05,0.003744459,geodeCrossV6,aircross,15900376
0.0037018936,0.3477975238120268,2.595077e-05,0.0050941897,0.0032857526,0.38199274310104403,2.1515076e-05,0.004638435,geodeCrossV6,aircross,63273150
0.0031307517,0.36995083273588064,2.063216e-05,0.0045422637,0.0026027614,0.3906681580044907,1.5931735e-05,0.0039914576,geodeCrossV6,aircross,10799678
0.004472361,0.35358249441313444,3.723763e-05,0.0061022644,0.0033493333,0.3424258330769203,2.2310833e-05,0.0047234343,geodeCrossV6,aircross,72833750
0.0032468005,0.4008609971347227,2.0177758e-05,0.004491966,0.0028737467,0.4319864009888216,1.610046e-05,0.0040125377,geodeCrossV6,aircross,53728009
0.003674137,0.37932550859087905,2.6582924e-05,0.0051558632,0.003063075,0.4052656819108291,1.8559082e-05,0.0043080254,geodeCrossV6,aircross,51547402

0.0036959792,0.3831251227046077,2.7015283e-05,0.005197623,0.0031046208,0.3958945357635986,2.0494359e-05,0.0045270696,geodeCrossV6,aircross,15900376
0.004220174,0.38046785050241444,3.2158605e-05,0.0056708558,0.0038696972,0.42563476024810265,2.9073612e-05,0.005391995,geodeCrossV6,aircross,63273150
0.0047081234,0.4928368844126152,4.5403573e-05,0.0067382175,0.0038856976,0.49918156304237754,3.4132125e-05,0.0058422703,geodeCrossV6,aircross,10799678
0.0044320677,0.3759753303210391,3.6177655e-05,0.006014786,0.003757454,0.40016848700911095,2.5936457e-05,0.0050927848,geodeCrossV6,aircross,72833750
0.004609088,0.46878066302120186,4.0765226e-05,0.0063847653,0.00407186,0.4942934278753618,3.345327e-05,0.00578388,geodeCrossV6,aircross,53728009
0.004607062,0.4935495079133301,3.7984955e-05,0.0061631934,0.0042682057,0.5805363489286631,3.137728e-05,0.0056015425,geodeCrossV6,aircross,51547402

0.0053086407,0.5559429634967371,5.2580865e-05,0.0072512664,0.0061859246,0.5715184492633473,7.298188e-05,0.008542943,geodeCrossV6,aircross_la,15900376
0.005443231,0.4456311858949519,5.733958e-05,0.0075722905,0.0068677836,0.48024054428787777,9.2333416e-05,0.009609028,geodeCrossV6,aircross_la,63273150
0.0038446563,0.3016556833480503,2.8036357e-05,0.0052949367,0.004853475,0.3207963814899924,4.651991e-05,0.0068205507,geodeCrossV6,aircross_la,10799678
0.0060143312,0.5553241340840612,7.088706e-05,0.008419445,0.0070704,0.5055564774166603,9.918486e-05,0.009959159,geodeCrossV6,aircross_la,72833750
0.0049446668,0.35829452563063413,4.6153178e-05,0.006793613,0.0060095885,0.36316162222856774,7.370433e-05,0.008585122,geodeCrossV6,aircross_la,53728009
0.005264828,0.49372878130589815,5.5787856e-05,0.007469127,0.006636831,0.5771697731008906,8.634236e-05,0.00929206,geodeCrossV6,aircross_la,51547402

0.0053522377,0.466442329020227,5.590272e-05,0.007476812,0.0068300166,0.5282995712443995,9.251462e-05,0.009618452,geodeCrossV6,aircross_la,15900376
0.0065502436,0.45514886292772655,8.661607e-05,0.009306775,0.0073128715,0.4392488260784658,0.00010908347,0.010444303,geodeCrossV6,aircross_la,63273150
0.012972635,1.112945989103386,0.0002542575,0.015945453,0.013233578,0.9624897098121675,0.00027831976,0.016682917,geodeCrossV6,aircross_la,10799678
