test_mae,test_mre,test_mse,test_rmse,val_mae,val_mre,val_mse,val_rmse,model,db,seed
0.0035605743,0.42724085086171537,2.953947e-05,0.0054350225,0.0027500268,0.42091651603084473,1.9538835e-05,0.0044202753,geodeCross,aircross,15900376
0.0044793426,0.4208398079333396,3.9204366e-05,0.006261339,0.0036757328,0.42733079149134684,2.7991231e-05,0.005290674,geodeCross,aircross,63273150
0.0033165067,0.391900913135524,2.3049111e-05,0.004800949,0.0027380234,0.4109706510463762,1.7602835e-05,0.0041955733,geodeCross,aircross,10799678
0.006398763,0.5058828024976258,6.7217545e-05,0.008198631,0.0048073917,0.491493370749411,4.2135165e-05,0.0064911605,geodeCross,aircross,72833750
0.0030995097,0.382675964234389,2.0219084e-05,0.0044965637,0.0026948194,0.40508974901807354,1.600045e-05,0.004000056,geodeCross,aircross,53728009
0.004113141,0.4246491837473268,3.506778e-05,0.0059218053,0.0033480246,0.44296645383343963,2.4784043e-05,0.0049783573,geodeCross,aircross,51547402
0.004307309,0.5168431722838899,3.1349235e-05,0.0055990387,0.003796404,0.5810740086389728,2.262506e-05,0.0047565806,geodeCross,aircross,15900376
0.0035072109,0.4208376647176087,2.8503928e-05,0.005338907,0.0026918876,0.41201776858020817,1.9329193e-05,0.0043964977,geodeCross,aircross,15900376
0.0033951253,0.4073882908114502,2.6082233e-05,0.005107077,0.0026474267,0.40521261989251817,1.7655335e-05,0.0042018252,geodeCross,aircross,15900376
0.0035917591,0.430982807739843,2.9027287e-05,0.005387698,0.002774023,0.42458934190955305,1.9311608e-05,0.0043944977,geodeCross,aircross,15900376
0.0034756581,0.4170515847834963,2.743584e-05,0.0052379235,0.0027227476,0.4167412046728438,1.849847e-05,0.0043009846,geodeCross,aircross,15900376

0.0035462976,0.4255277789582951,2.879096e-05,0.005365721,0.0027040415,0.4138780445894529,1.90346e-05,0.004362866,geodeCross,aircross,15900376
