test_mae,test_mre,test_mse,test_rmse,val_mae,val_mre,val_mse,val_rmse,model,db,seed
11.224599,0.4032720328706902,243.95435,15.619038,10.677826,0.4283408606731983,229.74123,15.157217,geodeCrossV11,aircross_sp,15900376
9.340939,0.3355967783960789,192.65497,13.88002,8.688372,0.34853393389737536,180.3034,13.427711,geodeCrossV11,aircross_sp,15900376
9.663442,0.3471835233249525,206.55779,14.372118,9.0308695,0.3622732276549295,194.02374,13.92924,geodeCrossV11,aircross_sp,15900376
11.217473,0.40301601235874784,254.52971,15.953987,10.823411,0.4341809865829572,243.72063,15.611554,geodeCrossV11,aircross_sp,15900376
11.393993,0.40935794829839023,256.0057,16.000177,10.81624,0.43389334191281814,239.25569,15.467893,geodeCrossV11,aircross_sp,15900376
10.393214,0.3734024152692338,227.21394,15.073618,9.8240795,0.39409284975174425,216.88922,14.7271595,geodeCrossV11,aircross_sp,15900376
11.362876,0.4082399671053496,245.1553,15.657436,11.062167,0.44375871933775485,238.33876,15.438224,geodeCrossV11,aircross_sp,15900376
9.651501,0.34675450288682574,200.10562,14.145869,9.108141,0.3653729728789671,188.11284,13.715424,geodeCrossV11,aircross_sp,15900376
11.761975,0.40365762776026287,268.10077,16.373783,11.571593,0.4446222429746915,264.75473,16.271286,geodeCrossV11,aircross_sp,15900376
11.119878,0.39950963681818913,242.29582,15.565854,10.617734,0.4259302800796486,230.01839,15.166357,geodeCrossV11,aircross_sp,15900376
11.074544,0.39788093588379575,245.06145,15.654439,10.718561,0.4299749745658794,237.74525,15.41899,geodeCrossV11,aircross_sp,15900376
9.959155,0.35780775797204584,207.12595,14.3918705,9.400754,0.37711113623122744,191.83658,13.850509,geodeCrossV11,aircross_sp,15900376
11.163,0.40105892867241183,253.23367,15.913318,10.574114,0.42418044746658634,236.50577,15.378744,geodeCrossV11,aircross_sp,15900376
11.193257,0.40214599185420463,246.70184,15.706745,10.869077,0.4360129040111982,239.68024,15.481609,geodeCrossV11,aircross_sp,15900376
9.83283,0.3532692185388972,216.98515,14.730416,9.254919,0.3712609584097793,206.22658,14.360591,geodeCrossV11,aircross_sp,15900376
11.2337675,0.4036014286059073,249.54498,15.796993,10.68359,0.4285720894237527,233.59804,15.283915,geodeCrossV11,aircross_sp,15900376
11.243334,0.4039451382352206,249.89732,15.808141,10.886449,0.43670975539768375,242.07684,15.558819,geodeCrossV11,aircross_sp,15900376
9.6772785,0.3476806338562261,197.8291,14.065173,8.993778,0.3607853012530095,183.77686,13.556433,geodeCrossV11,aircross_sp,15900376
11.849507,0.4257234418247224,268.39972,16.38291,11.690311,0.46895670547724677,263.30972,16.226822,geodeCrossV11,aircross_sp,15900376
9.794166,0.3518800881489233,203.19081,14.254501,9.189891,0.36865236559046155,188.15688,13.717029,geodeCrossV11,aircross_sp,15900376
12.555898,0.4511022843565604,288.6199,16.988817,12.462119,0.49991777605801413,287.90472,16.967756,geodeCrossV11,aircross_sp,15900376
9.796397,0.3519602679772376,202.32466,14.224088,9.185278,0.36846732693929596,187.17336,13.681131,geodeCrossV11,aircross_sp,15900376
12.582843,0.45207034402497487,289.6978,17.020512,12.491916,0.501113049224801,289.09213,17.00271,geodeCrossV11,aircross_sp,15900376
