test_mae,test_mre,test_mse,test_rmse,val_mae,val_mre,val_mse,val_rmse,model,db,seed
0.003377131,0.4052291049370378,2.6376156e-05,0.0051357723,0.0026474763,0.4052202415574262,1.800865e-05,0.00424366,geodeCrossV2,aircross,15900376
0.0040662005,0.38202461168626345,3.237024e-05,0.005689485,0.0034701864,0.4034345274943162,2.530722e-05,0.0050306283,geodeCrossV2,aircross,63273150
0.0031953587,0.3775852413378655,2.0405228e-05,0.004517215,0.0026998213,0.40523658326287854,1.563404e-05,0.0039539905,geodeCrossV2,aircross,10799678
0.0042270124,0.33418537222836703,3.489452e-05,0.0059071584,0.0031361207,0.3206275999533871,2.0662446e-05,0.0045455964,geodeCrossV2,aircross,72833750
0.0029509275,0.36433150382054585,1.7857485e-05,0.004225812,0.0025291361,0.3801839842955501,1.4164008e-05,0.00376351,geodeCrossV2,aircross,53728009
0.0038454428,0.3970114603967874,3.0543593e-05,0.005526626,0.0031395878,0.41538883781429786,2.1191912e-05,0.0046034674,geodeCrossV2,aircross,51547402

0.0041602226,0.4312485758549653,3.4991084e-05,0.005915326,0.0034466006,0.4395030505734966,2.6393778e-05,0.0051374873,geodeCrossV2,aircross,15900376
0.004161887,0.37521299273990455,3.162649e-05,0.0056237434,0.0036610155,0.40268150252774126,2.5618843e-05,0.005061506,geodeCrossV2,aircross,63273150
0.004553865,0.4766894189919987,4.2177093e-05,0.0064943894,0.0038621058,0.49615080982513027,3.2811517e-05,0.005728134,geodeCrossV2,aircross,10799678
0.0038912634,0.3300985231454287,2.8256312e-05,0.0053156666,0.0032083741,0.3416915363043706,1.9819894e-05,0.004451954,geodeCrossV2,aircross,72833750
0.0044513918,0.45274169394687,3.9946048e-05,0.0063202884,0.0039426866,0.4786127005815822,3.3948876e-05,0.0058265664,geodeCrossV2,aircross,53728009
0.0044494565,0.4766654507766354,3.750137e-05,0.006123836,0.0038529579,0.5240567298067582,2.7745098e-05,0.0052673616,geodeCrossV2,aircross,51547402
