test_mae,test_mre,test_mse,test_rmse,val_mae,val_mre,val_mse,val_rmse,model,db,seed
0.003947117,0.47362294411585176,3.1538464e-05,0.005615912,0.0030877024,0.4726008404542087,2.0488062e-05,0.004526374,kits,aircross,15900376
0.004180771,0.3927886340472607,3.311704e-05,0.005754741,0.0035152673,0.40867550598131025,2.4827768e-05,0.004982747,kits,aircross,63273150
0.0033205864,0.39238299596220694,2.2630988e-05,0.0047572036,0.0027009642,0.40540817277735935,1.6538006e-05,0.0040666945,kits,aircross,10799678
0.004461587,0.3527307059335014,3.7367558e-05,0.006112901,0.0032606288,0.33335692653209426,2.1885475e-05,0.0046781916,kits,aircross,72833750
0.0032876472,0.40590405474174746,2.1253942e-05,0.0046102,0.0028056481,0.42174971840603753,1.6068172e-05,0.0040085125,kits,aircross,53728009
0.0036589485,0.3777574166230183,2.6758447e-05,0.0051728566,0.002903957,0.384213263795279,1.7771801e-05,0.0042156614,kits,aircross,51547402

0.0041494477,0.4301316696424692,3.4331166e-05,0.0058592805,0.003486144,0.4445455339258572,2.6095779e-05,0.0051084026,kits,aircross,15900376
0.0042298175,0.38133723079006904,3.2257674e-05,0.005679584,0.003733475,0.410651444589928,2.5861584e-05,0.0050854287,kits,aircross,63273150
0.0044097626,0.4616050593844983,3.3995228e-05,0.0058305427,0.003991136,0.5127268671082419,2.7125665e-05,0.0052082306,kits,aircross,10799678
0.0042846687,0.3634713543043191,3.3050033e-05,0.005748916,0.0035306646,0.37601546285708726,2.2986811e-05,0.004794456,kits,aircross,72833750
0.0043078028,0.4381375574265105,3.6768888e-05,0.0060637356,0.0037418276,0.4542299271302211,2.962992e-05,0.0054433374,kits,aircross,53728009
0.0038901137,0.41674365176774514,2.8181486e-05,0.005308624,0.0033602247,0.4570380587826891,2.0463272e-05,0.004523635,kits,aircross,51547402

7.406803,1.115398891404485,122.81004,11.081969,7.5830865,1.0769980046218772,125.28696,11.193166,kits,aircross_auck,15900376
12.756088,1.1213780303327623,316.00702,17.776587,13.161758,1.138278194086942,339.06146,18.413622,kits,aircross_auck,63273150
3.7031186,1.239263703220109,26.08879,5.107719,3.9299085,1.07561322801054,34.4368,5.8682876,kits,aircross_auck,10799678
12.282262,0.5951884954838417,282.8414,16.81789,13.087729,0.5951295999946263,338.6647,18.402845,kits,aircross_auck,72833750
10.14235,0.590646480375735,273.70386,16.543997,11.730993,0.631004780866639,370.5527,19.249746,kits,aircross_auck,53728009
8.299542,1.0688729481819672,125.988686,11.224468,8.376935,1.0312291696619913,125.99128,11.224584,kits,aircross_auck,51547402

7.507617,1.13058054362218,122.64823,11.074666,7.4758816,1.0617721040425931,121.33146,11.015056,kits,aircross_auck,15900376
13.81321,1.2143087921936906,351.4377,18.746672,13.947083,1.2061960658355568,375.49048,19.377577,kits,aircross_auck,63273150
2.6109328,0.8737593403983952,16.44972,4.0558257,2.6536913,0.7263134402437905,21.054642,4.588534,kits,aircross_auck,10799678
12.012767,0.5821289692967282,270.82883,16.456879,13.011113,0.591645654812247,327.18228,18.08818,kits,aircross_auck,72833750
9.675613,0.563465762467346,235.06776,15.33192,11.522013,0.6197637833984102,346.99924,18.627916,kits,aircross_auck,53728009
7.429486,0.9568210111658272,106.445496,10.317243,7.237984,0.8910204937970874,93.88502,9.689428,kits,aircross_auck,51547402
