test_mae,test_mre,test_mse,test_rmse,val_mae,val_mre,val_mse,val_rmse,model,db,seed
0.0039958516,0.3733486336396919,2.9561035e-05,0.0054370062,0.0034640168,0.3905688876094871,2.3836417e-05,0.0048822556,kits,aircross,15900376
0.004146373,0.3874124569235193,3.16693e-05,0.0056275483,0.003552019,0.40049114041295997,2.5074854e-05,0.00500748,kits,aircross,63273150
0.0040890547,0.3820569843862538,3.1798998e-05,0.00563906,0.0034676245,0.3909756544195545,2.4600515e-05,0.0049598906,kits,aircross,10799678
0.004029818,0.3765222532014269,3.0926745e-05,0.005561182,0.0034750658,0.3918146599195772,2.4969748e-05,0.004996974,kits,aircross,72833750
0.0039891787,0.37272518722861236,2.8345663e-05,0.0053240643,0.0034757813,0.3918953365379184,2.270222e-05,0.0047646845,kits,aircross,53728009
0.004073295,0.38058449964609564,3.0622945e-05,0.0055338,0.003597199,0.4055852030832874,2.5665571e-05,0.00506612,kits,aircross,51547402

12.091009,2.899849373000357,300.89816,17.346416,11.815989,2.4954566140972947,321.7545,17.937515,kits,aircross_auck,15900376
11.165546,2.6778908207804997,218.55457,14.783591,10.155328,2.1447363079699646,207.02283,14.388288,kits,aircross_auck,63273150
11.099364,2.6620180897285466,227.84935,15.09468,10.958978,2.314461645548837,265.11224,16.282269,kits,aircross_auck,10799678
11.117848,2.6664511933413095,260.57477,16.142328,11.287086,2.3837557977192287,315.51047,17.762615,kits,aircross_auck,72833750
11.926282,2.8603419673121975,277.6687,16.663395,11.158016,2.356497231539653,276.7785,16.636662,kits,aircross_auck,53728009
10.668567,2.5586976643619166,229.1121,15.13645,10.876327,2.297006251689911,293.9922,17.1462,kits,aircross_auck,51547402
