test_mae,test_mre,test_mse,test_rmse,val_mae,val_mre,val_mse,val_rmse,model,db,seed
0.004841866,0.45239520385360005,4.5162702e-05,0.00672032,0.0041298107,0.465637337404475,3.677103e-05,0.006063912,geodeCross,aircross,15900376
0.0049196025,0.4596584676528304,4.6016157e-05,0.006783521,0.004180299,0.4713299109253544,3.5509966e-05,0.0059590237,geodeCross,aircross,63273150
0.0048498143,0.45313787674539,4.4810113e-05,0.0066940356,0.004132285,0.46591630618494484,3.5872883e-05,0.0059893974,geodeCross,aircross,10799678
0.005033747,0.47032341459812027,4.66282e-05,0.0068284846,0.0043684985,0.49254942808536417,3.7604845e-05,0.006132279,geodeCross,aircross,72833750
0.004976279,0.464953991808544,4.6110188e-05,0.0067904484,0.004346407,0.49005860407187196,3.7531736e-05,0.006126315,geodeCross,aircross,53728009
0.005137749,0.480040749809865,4.9061557e-05,0.0070043956,0.0045889276,0.5174029021119909,4.224953e-05,0.006499964,geodeCross,aircross,51547402

0.004768426,0.44553343920796373,4.474965e-05,0.0066895178,0.004036968,0.45516930336158323,3.5553057e-05,0.0059626387,geodeCross,aircross,15900376
0.0050877477,0.4753689234211284,5.0152918e-05,0.0070818723,0.004150944,0.4680200704147528,3.676317e-05,0.006063264,geodeCross,aircross,63273150
0.0052884715,0.49412338289335467,5.3191474e-05,0.0072932485,0.004428945,0.49936483214919947,4.2621632e-05,0.0065285247,geodeCross,aircross,10799678
0.00503912,0.47082545611071114,4.8552054e-05,0.0069679306,0.004337983,0.4891088444569614,3.9015147e-05,0.0062462105,geodeCross,aircross,72833750
0.0051653837,0.4826228032668524,5.070354e-05,0.007120642,0.0044238474,0.49879003865790345,3.9649323e-05,0.0062967706,geodeCross,aircross,53728009
0.0051766397,0.48367447634195926,5.1162235e-05,0.007152778,0.0043105497,0.4860157185751232,3.8368456e-05,0.006194228,geodeCross,aircross,51547402

0.0036384754,0.3399575317395786,2.5272386e-05,0.0050271647,0.0031219996,0.35200634130271735,1.976837e-05,0.0044461633,geodeCross,aircross,15900376
0.003638295,0.3399406908944466,2.4445359e-05,0.004944225,0.0031265176,0.35251574756975007,1.9360825e-05,0.0044000936,geodeCross,aircross,63273150
0.003954956,0.36952760507131643,3.0217701e-05,0.005497063,0.003341984,0.3768096548377075,2.3458968e-05,0.004843446,geodeCross,aircross,10799678
0.0034924988,0.3263183532982393,2.4161427e-05,0.0049154274,0.002999178,0.33815816060104625,2.0197085e-05,0.0044941166,geodeCross,aircross,72833750
0.003559375,0.33256685144664455,2.4404611e-05,0.0049401023,0.0031054108,0.3501359596476758,2.1085729e-05,0.00459192,geodeCross,aircross,53728009
0.0039085494,0.36519163205427885,2.8826658e-05,0.0053690462,0.0033131333,0.37355671092473985,2.204322e-05,0.0046950206,geodeCross,aircross,51547402

0.0036594765,0.3419197624996753,2.7265141e-05,0.0052216034,0.0030875814,0.3481256863029669,2.2024296e-05,0.0046930052,geodeCross,aircross,15900376
0.003657854,0.341768153000838,2.7586655e-05,0.0052523,0.0030827073,0.3475761140457542,2.1804173e-05,0.004669494,geodeCross,aircross,63273150
0.0037144,0.34705148639552325,2.7077682e-05,0.005203622,0.0031317575,0.3531065510618121,2.2083439e-05,0.004699302,geodeCross,aircross,10799678
0.0035635617,0.3329580450084414,2.5251898e-05,0.0050251265,0.003165081,0.35686376300281913,2.196298e-05,0.004686468,geodeCross,aircross,72833750
0.0036678347,0.34270070432685845,2.584112e-05,0.005083416,0.0032719434,0.3689125574735889,2.251933e-05,0.0047454536,geodeCross,aircross,53728009
0.003624378,0.3386403639977457,2.7094778e-05,0.0052052643,0.0030110783,0.339499930254281,2.1042804e-05,0.004587244,geodeCross,aircross,51547402

0.0037046755,0.34614287671873895,2.7951026e-05,0.005286873,0.0031766896,0.3581726667249316,2.2605242e-05,0.004754497,geodeCross,aircross,15900376
0.0039074766,0.3650914248364787,2.909929e-05,0.005394376,0.0034239546,0.3860518429119712,2.4250303e-05,0.00492446,geodeCross,aircross,63273150
0.0038795804,0.362484947964785,2.7235017e-05,0.0052187177,0.0033744515,0.3804703681439608,2.182266e-05,0.004671473,geodeCross,aircross,10799678
0.003659429,0.3419153218788196,2.5964395e-05,0.005095527,0.0031321323,0.35314881621060523,2.1659022e-05,0.0046539255,geodeCross,aircross,72833750
